"parent_audit_id","child_audit_id","rc_class","classification_reason","verified_context","claim","complete_unit","content_id","question_or_title","all_choices","correct_answer_number","explanation_or_body","expected_function_in_question","recorded_source","recorded_url","final_audit_status","correct_answer_impact","safety_impact","release_blocker","release_decision","missing_material","restart_condition"
"A-OTHER-CA8B6B1CFA","A-OTHER-CA8B6B1CFA-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","使用前後に衛生状態を確認し、必要な消毒又は交換を行う。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-72D5809E0C","A-OTHER-72D5809E0C-04","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","・使用前後に衛生状態を確認し、必要な消毒又は交換を行う。","ambiguous","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-5BD880E9FB","A-OTHER-5BD880E9FB-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","「使用前後に衛生状態を確認し、必要な消毒又は交換を行う」は、シェービングの判断基準に合う。","ambiguous","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-EB3C57A7CB","A-OTHER-EB3C57A7CB-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","wrong_choice","使用前後に衛生状態を確認し、必要な消毒又は交換を行う。","ambiguous","","","","","","誤った記述として機能","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-554875BBCA","A-OTHER-554875BBCA-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","「使用前後に衛生状態を確認し、必要な消毒又は交換を行う」は、シェービングの判断基準に合う。","ambiguous","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-261B940573","A-OTHER-261B940573-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation",".replace(/消毒担当者だけの問題/g, ""消毒担当者を中心とした問題"")","no","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-F51E8290DC","A-OTHER-F51E8290DC-01","RC-3","現行法令上の分類、主体、義務又は製品区分へ影響する可能性","correct_explanation","第五条 都道府県知事、保健所を設置する市の市長又は特別区の区長は、法第十条第二項の規定により業務停止の処分を行つたときは、厚","yes","","業務停止","","","理容師法 第十条。衛生措置違反等では、期間を定めて業務停止となる場合がある。","","","","監修確認中","未解決の可能性あり","なし又は間接的","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-361E3E65E9","A-OTHER-361E3E65E9-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","１ 洗浄及び消毒済みのはさみ等の理容器具・美容器具と、これらを衛生的","no","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-FA2E5294C1","A-OTHER-FA2E5294C1-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_choice","５ 手洗いに必要な石ケン、消毒液等","yes","162","手洗いに関して、出張理容で携行すべきものはどれか。","1.石ケン及び使い捨て手袋を携行し、消毒液は出張先の設備を使用する | 2.手洗いに必要な石ケン、消毒液等 | 3.石ケン及び消毒液を携行し、流水設備は出張先にあることを事前に確認する | 4.手指消毒剤及び使い捨て手袋を携行し、流水設備がない場合は手指消毒で代替する","2","・根拠：第3の5
・判断基準：衛生管理要領第3の5は、手洗いに必要な石ケン、消毒液等を携行することと定めている。したがって 携行品として求められるのは、手洗いに必要な石ケン、消毒液等である。出張先の備品や手袋によって必要な携行品を代替するものではない。
・注意点：主体、対象、要件、数値、期間、原則と例外を区別して判断する。","正しい記述として機能","理容師法・理容師法施行規則","https://laws.e-gov.go.jp/law/322AC0000000234","完全問題単位確認済み・一次資料箇所待ち","未解決の可能性あり","未解決の可能性あり","あり","一次資料の具体的箇所を固定後に再判定","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-CC46FFAEA5","A-OTHER-CC46FFAEA5-02","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","(1) 洗浄及び消毒済みの器具類等は、使用済みのものと区別して、収納","yes","","第4　管理","","","第4 管理 1 作業環境の管理 (1) 作業場内には、みだりに犬（身体障害者補助犬を除く。）、猫等の動物 を入れないこと。 (2) 作業終了後は、作業場の清掃を十分行い、清潔にすること。 2 携行品等の管理 (1) 洗浄及び消毒済みの器具類等は、使用済みのものと区別して、収納 ケース等に保管すること。 (2) 使用済みのかみそり（頭髪のカットのみの用途（レーザーカット）に 使用するかみそりを除く。以下同じ。）及びかみそり以外の器具で、血 液の付着しているもの又はその疑いのあるものは、それ以外の使用済み の器具と区別して、丈夫な容器に保管し、適切な処置を行うこと。取扱 いの際は、器具の突き刺し事故に注意すること。 3 従業者の管理 営業者は、常に従業者の健康管理に注意し、従業者が感染症、感染性の 皮膚疾患にかかったときは、当該従業者を作業に従事させないこと。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-1E0F4F43D9","A-OTHER-1E0F4F43D9-01","RC-4","正答・安全性を直接変更しない補足、資料不足又は出題当時資料待ち","correct_explanation","３ 従業者は、常につめを短く切り、客１人ごとの作業前及び作業後には手","no","","","","","","","","","リリース非阻害の監修確認中","現在の正答番号は固定","直接影響なし","なし","公開後の継続監修可","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-1E0F4F43D9","A-OTHER-1E0F4F43D9-02","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","指の洗浄を行い、必要に応じて消毒を行うこと。","yes","","第5　消毒","","","第5 衛生的取扱い等 1 作業室には、施術中の客及び介助者以外の者をみだりに出入りさせない こと。 2 作業中、従業者は清潔な外衣(白色又はこれに近い色で汚れが目立ちやす いもの)を着用し、顔面作業時には清潔なマスクを着用すること。 3 従業者は、常につめを短く切り、客1人ごとの作業前及び作業後には手 指の洗浄を行い、必要に応じて消毒を行うこと。 4 作業場においては、喫煙及び食事をしないこと。 5 皮膚に接する器具類は、客1 人ごとに消毒した清潔なものを使用するこ と。 6 皮膚に接する器具類は、使用後に洗浄し、消毒すること。 7 皮膚に接する布片類は、清潔なものを使用し、客1人ごとに取り替える こと。 8 使用後の布片類は、他のものと区別して収納すること。帰宅後、洗剤等 を使用して温湯で洗浄することが望ましいこと。 9 蒸しタオルは消毒済みのものを使用すること。 10 客用の被布は、使用目的に応じて区別し、清潔なものを使用すること。 11 作業に伴って生ずる毛髪等の廃棄物は、客1人ごとに清掃すること。 12 毛髪等の廃棄物は、ふた付きの専用容器や丈夫な袋などに入れ、適正に 処理すること。 13 皮膚に接しない器具であっても汚れやすいものは、客1人ごとに取り替 え又は洗浄し、常に清潔にすること。 14 感染症、感染性の皮膚疾患の患者又はその疑いのある者を扱う場合には、 マスク、手袋等予め防護措置をとること。また、このような者を扱ったと きは、作業終了後、従業者の手指及び使用した器具等の消毒を特に厳重に 行うこと。器具等の消毒については、感染症法に基づく消毒・滅菌の手引 き（平成16年1月30日健感発第0130001号厚生労働省健康局結 核感染症課長通知）等を参考にすること。 15 パーマネントウエーブ用剤、染毛剤等の使用に当たっては、医薬部外品 及び化粧品として、薬事法による承認を受けたものを適正に使用し、その 安全衛生に十分留意すること。また、使用によってアンモニア等のガスが 発生する場合には、特に排気に留意すること。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-FC27D3FA0F","A-OTHER-FC27D3FA0F-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","correct_explanation","５ 皮膚に接する器具類は、客 1 人ごとに消毒した清潔なものを使用するこ","no","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-FC27D3FA0F","A-OTHER-FC27D3FA0F-02","RC-1","選択肢の真偽又は正答識別へ影響する可能性","correct_choice","と。","yes","493","香粧品成分の「香粧品化学：乳化」と「香粧品化学：紫外線防御成分」に関する次の記述のうち、いずれの内容も正しいものはどれか。","1.【観点1】水相と油相を細かく分散させ、安定な状態に近づけること。
【観点2】紫外線散乱剤には酸化チタンや酸化亜鉛等があり、紫外線を散乱・反射する。 | 2.【観点1】水相と油相を細かく分散させ、安定な状態に近づけること。
【観点2】紫外線吸収剤は、紫外線を物理的に散乱・反射する無機粉体を指す。 | 3.【観点1】油性成分を水へ完全に溶解し、分子の状態にすること。
【観点2】紫外線散乱剤には酸化チタンや酸化亜鉛等があり、紫外線を散乱・反射する。 | 4.【観点1】油性成分を水へ完全に溶解し、分子の状態にすること。
【観点2】紫外線吸収剤は、紫外線を物理的に散乱・反射する無機粉体を指す。","1","【香粧品化学：乳化】
・水相と油相を細かく分散させ、安定な状態に近づけること。 【香粧品化学：紫外線防御成分】
・紫外線散乱剤には酸化チタンや酸化亜鉛等があり、紫外線を散乱・反射する。 対象、条件、作用又は手順を取り違えないように整理する。","正しい記述として機能","医薬品医療機器等法・化粧品基準","https://laws.e-gov.go.jp/law/335AC0000000145","完全問題単位確認済み・一次資料箇所待ち","未解決の可能性あり","なし又は間接的","あり","一次資料の具体的箇所を固定後に再判定","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-3F7A3D73F5","A-OTHER-3F7A3D73F5-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","material_body","未消毒物を分ける容器","no","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-B39DF7E64B","A-OTHER-B39DF7E64B-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","material_body","器具消毒義務とは別に消毒設備の設置が必要","no","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-CB0DD75C85","A-OTHER-CB0DD75C85-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","material_body","器具は十分に洗浄後に消毒","no","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-0284098FC1","A-OTHER-0284098FC1-03","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","material_body","2 携行品等の管理 (1) 洗浄及び消毒済みの器具類等は、使用済みのものと区別して、収納 ケース等に保管すること。","yes","","第4　管理","","","第4 管理 1 作業環境の管理 (1) 作業場内には、みだりに犬（身体障害者補助犬を除く。）、猫等の動物 を入れないこと。 (2) 作業終了後は、作業場の清掃を十分行い、清潔にすること。 2 携行品等の管理 (1) 洗浄及び消毒済みの器具類等は、使用済みのものと区別して、収納 ケース等に保管すること。 (2) 使用済みのかみそり（頭髪のカットのみの用途（レーザーカット）に 使用するかみそりを除く。以下同じ。）及びかみそり以外の器具で、血 液の付着しているもの又はその疑いのあるものは、それ以外の使用済み の器具と区別して、丈夫な容器に保管し、適切な処置を行うこと。取扱 いの際は、器具の突き刺し事故に注意すること。 3 従業者の管理 営業者は、常に従業者の健康管理に注意し、従業者が感染症、感染性の 皮膚疾患にかかったときは、当該従業者を作業に従事させないこと。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-0284098FC1","A-OTHER-0284098FC1-05","RC-3","現行法令上の分類、主体、義務又は製品区分へ影響する可能性","material_body","3 従業者の管理 営業者は、常に従業者の健康管理に注意し、従業者が感染症、感染性の 皮膚疾患にかかったときは、当該従業者を作業に従事させないこと。","yes","","第4　管理","","","第4 管理 1 作業環境の管理 (1) 作業場内には、みだりに犬（身体障害者補助犬を除く。）、猫等の動物 を入れないこと。 (2) 作業終了後は、作業場の清掃を十分行い、清潔にすること。 2 携行品等の管理 (1) 洗浄及び消毒済みの器具類等は、使用済みのものと区別して、収納 ケース等に保管すること。 (2) 使用済みのかみそり（頭髪のカットのみの用途（レーザーカット）に 使用するかみそりを除く。以下同じ。）及びかみそり以外の器具で、血 液の付着しているもの又はその疑いのあるものは、それ以外の使用済み の器具と区別して、丈夫な容器に保管し、適切な処置を行うこと。取扱 いの際は、器具の突き刺し事故に注意すること。 3 従業者の管理 営業者は、常に従業者の健康管理に注意し、従業者が感染症、感染性の 皮膚疾患にかかったときは、当該従業者を作業に従事させないこと。","","","","監修確認中","未解決の可能性あり","なし又は間接的","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-1A2992EAEE","A-OTHER-1A2992EAEE-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","material_body","第二十七条　感染症の病原体に汚染された場所の消毒","no","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-F0BD8E9E23","A-OTHER-F0BD8E9E23-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","material_body","消毒・廃棄その他必要措置","no","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-627129B2D1","A-OTHER-627129B2D1-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","material_body","出張時は、携行品・使用済み物品・消毒済み物品を分けて管理します。","no","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-9FB7FD298F","A-OTHER-9FB7FD298F-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","material_body","清潔保持、採光・照明・換気、消毒設備はセットで確認します。","no","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-F1C0F5562B","A-OTHER-F1C0F5562B-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","material_body","客一人ごとの取替え・消毒が出題されやすいです。","no","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-665D9E63B0","A-OTHER-665D9E63B0-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","material_body","血液付着時は通常より厳格な消毒が必要です。","no","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-0246BDD4E3","A-OTHER-0246BDD4E3-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","material_body","消毒は「洗浄してから消毒し、清潔に保管する」流れで覚えます。","no","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-8AB435249F","A-OTHER-8AB435249F-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","material_body","血液が付着した器具は、通常より厳格な消毒が必要です。","no","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-AE69B432E9","A-OTHER-AE69B432E9-01","RC-3","現行法令上の分類、主体、義務又は製品区分へ影響する可能性","material_body","第五条 都道府県知事、保健所を設置する市の市長又は特別区の区長は、法第十条第二項の規定により業務停止の処分を行ったときは、厚 生労働大臣に厚生労働省令で定める事項を通知しなければならない。","ambiguous","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","なし又は間接的","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-478170E41C","A-OTHER-478170E41C-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","material_body","重要条文はこちら → 第二十七条　感染症の病原体に汚染された場所の消毒","no","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-577855814B","A-OTHER-577855814B-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","material_body","第二十七条　感染症の病原体に汚染された場所の消毒","no","","","","","","","","","完全単位未特定・監修確認中","未解決の可能性あり","未解決の可能性あり","あり","完全単位の特定が必要","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-DE7EEECC9E","A-OTHER-DE7EEECC9E-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","material_body","消毒の前に汚れを落とす作業である。汚れが残ると消毒効果が弱くなる。","yes","","衛生管理：洗浄","","","消毒の前に汚れを落とす作業である。汚れが残ると消毒効果が弱くなる。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-4A400F9E2C","A-OTHER-4A400F9E2C-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","material_body","すべての微生物を死滅または除去する処理であり、消毒より厳密な概念である。","yes","","衛生管理：滅菌","","","すべての微生物を死滅または除去する処理であり、消毒より厳密な概念である。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-8A4828107D","A-OTHER-8A4828107D-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","material_body","熱を利用する消毒法で、耐熱性のある器具に用いる。熱に弱いものには不向きである。","yes","","衛生管理：煮沸消毒","","","熱を利用する消毒法で、耐熱性のある器具に用いる。熱に弱いものには不向きである。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-C811132DFD","A-OTHER-C811132DFD-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","material_body","一定濃度のアルコールで消毒する方法である。汚れを落としてから使うことが大切である。","yes","","衛生管理：エタノール消毒","","","一定濃度のアルコールで消毒する方法である。汚れを落としてから使うことが大切である。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-16D5DC3A60","A-OTHER-16D5DC3A60-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","material_body","消毒に用いられる薬剤である。濃度、時間、金属腐食、換気に注意する。","yes","","衛生管理：次亜塩素酸ナトリウム","","","消毒に用いられる薬剤である。濃度、時間、金属腐食、換気に注意する。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-6E332972FC","A-OTHER-6E332972FC-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","material_body","陽イオン界面活性剤の一種で、消毒薬として用いられる。石けん分や汚れで効果が落ちることがある。","yes","","衛生管理：逆性石けん","","","陽イオン界面活性剤の一種で、消毒薬として用いられる。石けん分や汚れで効果が落ちることがある。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-CC51EBA1D0","A-OTHER-CC51EBA1D0-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","material_body","消毒後の器具は再汚染を避け、清潔に保管する。未処理の器具と分ける。","yes","","衛生管理：器具保管","","","消毒後の器具は再汚染を避け、清潔に保管する。未処理の器具と分ける。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-CA7B3F5826","A-OTHER-CA7B3F5826-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","material_body","消毒薬は適切な濃度で使用する。濃すぎても薄すぎても問題になることがある。","yes","","衛生管理：消毒薬の濃度","","","消毒薬は適切な濃度で使用する。濃すぎても薄すぎても問題になることがある。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-3E1D245DC0","A-OTHER-3E1D245DC0-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","material_body","消毒には必要な作用時間がある。短すぎると十分な効果が得られない。","yes","","衛生管理：消毒時間","","","消毒には必要な作用時間がある。短すぎると十分な効果が得られない。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-2E33496F82","A-OTHER-2E33496F82-01","RC-2","器具・消毒・薬剤等の安全な取扱いへ影響する可能性","material_body","清掃や消毒を記録すると、作業の抜け漏れ防止と見直しに役立つ。","yes","","衛生管理：衛生管理の記録","","","清掃や消毒を記録すると、作業の抜け漏れ防止と見直しに役立つ。","","","","監修確認中","未解決の可能性あり","未解決の可能性あり","あり","保留","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合"
"A-OTHER-CF5891A471","A-OTHER-CF5891A471-01","RC-4","公式正答は固定され、出題当時資料不足は現行採点を変更しない","past_question","q53(37,'香粧品化学','香粧品の品質保持に用いられる配合成分に関する文章の空欄A～Cに入る語句の組合せのうち、正しいものはどれか。","partial","","","","","","","","","リリース非阻害の監修確認中","現在の正答番号は固定","直接影響なし","なし","公開後の継続監修可","該当回の公式問題・公式正答・出題当時の法令","公式資料入手後、出題当時と現行制度を分けて再照合"
"A-OTHER-CF5891A471","A-OTHER-CF5891A471-02","RC-4","公式正答は固定され、出題当時資料不足は現行採点を変更しない","past_question","「香粧品には、微生物による変質を防ぐためにパラオキシ安息香酸エステル（パラベン）等の【A】が配合される。また、香粧品原料と空気中の【B】との接触により起こる酸化反応を抑えるため、アスコルビン酸（ビタミンC）等の酸化防止剤や【C】等の金属イオン封鎖剤（キレート剤）が配合される。」',['防腐剤―窒素―イソプロピルメチルフェノール','防腐剤―酸素―エチレンジアミン四酢酸（エデト酸、EDTA）','界面活性剤―酸素―イソプロピルメチルフェノール','界面活性剤―窒素―エチレンジアミン四酢酸（エデト酸、EDTA）'],2,17,{format:'fill'});","partial","","","","","","","","","リリース非阻害の監修確認中","現在の正答番号は固定","直接影響なし","なし","公開後の継続監修可","該当回の公式問題・公式正答・出題当時の法令","公式資料入手後、出題当時と現行制度を分けて再照合"
"A-OTHER-9F654DA99D","A-OTHER-9F654DA99D-01","RC-4","公式正答は固定され、出題当時資料不足は現行採点を変更しない","past_question","q53(38,'香粧品化学','香粧品に用いられる成分に関する次の記述のうち、誤っているものはどれか。',['ポリフェノールは、非イオン界面活性剤で乳化や可溶化に用いられる。','ポリビニルピロリドン（PVP）は、皮膜形成剤としてヘアスタイリング料に配合される。','カルボキシメチルセルロース（CMC）は、シャンプー料や乳液などに粘度を与える目的で用いられる。','ニトロセルロースは、皮膜形成剤としてマニキュア製品に配合される。'],1,17);","partial","","","","","","","","","リリース非阻害の監修確認中","現在の正答番号は固定","直接影響なし","なし","公開後の継続監修可","該当回の公式問題・公式正答・出題当時の法令","公式資料入手後、出題当時と現行制度を分けて再照合"
